school,school_id,division,level,year,region
Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,njcaa-1,NJCAA,2015,22
Cochise,cochisecollege,njcaa-1,NJCAA,2015,1
Coffeyville,coffeyvillecommunitycollege,njcaa-1,NJCAA,2015,6
Colby,colbycommunitycollege,njcaa-1,NJCAA,2015,6
Colorado Northwestern,coloradonorthwesterncommunitycollege,njcaa-1,NJCAA,2015,18
Columbia State,columbiastatecommunitycollege,njcaa-1,NJCAA,2015,7
Connors State,connorsstatecollege,njcaa-1,NJCAA,2015,2
Cowley,cowleycountycommunitycollege,njcaa-1,NJCAA,2015,6
Crowder,crowdercollege,njcaa-1,NJCAA,2015,16
Darton State,dartonstatecollege,njcaa-1,NJCAA,2015,NA
Daytona State,daytonastatecollege,njcaa-1,NJCAA,2015,8
Delgado,delgadocommunitycollege,njcaa-1,NJCAA,2015,23
Dodge City,dodgecitycommunitycollege,njcaa-1,NJCAA,2015,6
Dyersburg State,dyersburgstatecommunitycollege,njcaa-1,NJCAA,2015,7
East Georgia State,eastgeorgiacollege,njcaa-1,NJCAA,2015,17
Eastern Arizona,easternarizonacollege,njcaa-1,NJCAA,2015,1
Eastern Florida State,easternfloridastatecollege,njcaa-1,NJCAA,2015,8
Eastern Oklahoma State,easternoklahomastatecollege,njcaa-1,NJCAA,2015,2
El Paso,elpasocommunitycollege,njcaa-1,NJCAA,2015,5
Enterprise State,enterprisestatecommunitycollege,njcaa-1,NJCAA,2015,22
Florence-Darlington Tech,florencedarlingtontechnicalcollege,njcaa-1,NJCAA,2015,10
Florida State Jacksonville,floridastatecollegeatjacksonville,njcaa-1,NJCAA,2015,NA
Fort Scott,fortscottcommunitycollege,njcaa-1,NJCAA,2015,6
Frank Phillips,frankphillipscollege,njcaa-1,NJCAA,2015,5
Galveston,galvestoncollege,njcaa-1,NJCAA,2015,14
Garden City,gardencitycommunitycollege,njcaa-1,NJCAA,2015,6
Georgia Highlands,georgiahighlandscollege,njcaa-1,NJCAA,2015,17
Georgia Perimeter,georgiaperimetercollege,njcaa-1,NJCAA,2015,NA
Gordon State,gordonstatecollege,njcaa-1,NJCAA,2015,17
Grayson,graysoncountycollege,njcaa-1,NJCAA,2015,5
Guilford Tech,guilfordtechnicalcommunitycollege,njcaa-1,NJCAA,2015,NA
Gulf Coast State,gulfcoaststatecollege,njcaa-1,NJCAA,2015,8
Hagerstown,hagerstowncommunitycollege,njcaa-1,NJCAA,2015,20
Harford,harfordcommunitycollege,njcaa-1,NJCAA,2015,20
Highland (KS),highlandcommunitycollegekansas,njcaa-1,NJCAA,2015,6
Hill,hillcollege,njcaa-1,NJCAA,2015,5
Hillsborough,hillsboroughcommunitycollege,njcaa-1,NJCAA,2015,8
Howard (TX),howardcollege,njcaa-1,NJCAA,2015,5
Hutchinson,hutchinsoncommunitycollege,njcaa-1,NJCAA,2015,6
Independence,independencecommunitycollege,njcaa-1,NJCAA,2015,NA
Indian Hills,indianhillscommunitycollege,njcaa-1,NJCAA,2015,11
Indian River State,indianriverstatecollege,njcaa-1,NJCAA,2015,8
Iowa Western,iowawesterncommunitycollege,njcaa-1,NJCAA,2015,11
Jackson State,jacksonstatecommunitycollege,njcaa-1,NJCAA,2015,7
Jefferson (MO),jeffersoncollege,njcaa-1,NJCAA,2015,16
John A. Logan,johnalogancollege,njcaa-1,NJCAA,2015,24
Johnson County,johnsoncountycommunitycollege,njcaa-1,NJCAA,2015,6
Kansas City Kansas,kansascitykansascommunitycollege,njcaa-1,NJCAA,2015,6
Kaskaskia,kaskaskiacollege,njcaa-1,NJCAA,2015,24
Kishwaukee,kishwaukeecollege,njcaa-1,NJCAA,2015,4
Labette,labettecommunitycollege,njcaa-1,NJCAA,2015,6
Lake Land,lakelandcollege,njcaa-1,NJCAA,2015,24
Lake-Sumter State,lakesumterstatecollege,njcaa-1,NJCAA,2015,NA
Lamar,lamarcommunitycollege,njcaa-1,NJCAA,2015,9
Laredo,laredocommunitycollege,njcaa-1,NJCAA,2015,NA
Lawson State,lawsonstatecommunitycollege,njcaa-1,NJCAA,2015,22
Lincoln Trail,lincolntrailcollege,njcaa-1,NJCAA,2015,24
Lon Morris College,lonmorriscollege,njcaa-1,NJCAA,2015,NA
Louisburg,louisburgcollege,njcaa-1,NJCAA,2015,10
Luna,lunacommunitycollege,njcaa-1,NJCAA,2015,9
Lurleen B. Wallace,lurleenbwallacecommunitycollege,njcaa-1,NJCAA,2015,22
MCC-Maple Woods,mccmaplewoods,njcaa-1,NJCAA,2015,NA
Marion Military,marionmilitaryinstitute,njcaa-1,NJCAA,2015,22
Marshalltown,marshalltowncommunitycollege,njcaa-1,NJCAA,2015,11
McCook,mccookcommunitycollege,njcaa-1,NJCAA,2015,9
McLennan,mclennancommunitycollege,njcaa-1,NJCAA,2015,5
Miami Dade,miamidadecollege,njcaa-1,NJCAA,2015,8
Middle Georgia State,middlegeorgiastatecollege,njcaa-1,NJCAA,2015,NA
Midland,midlandcollege,njcaa-1,NJCAA,2015,5
Miles,milescommunitycollege,njcaa-1,NJCAA,2015,NA
Mineral Area,mineralareacollege,njcaa-1,NJCAA,2015,16
Monroe College,monroecollege,njcaa-1,NJCAA,2015,15
Motlow State,motlowstatecommunitycollege,njcaa-1,NJCAA,2015,7
Muscatine,muscatinecommunitycollege,njcaa-1,NJCAA,2015,NA
Navarro,navarrocollege,njcaa-1,NJCAA,2015,14
Neosho County,neoshocountycommunitycollege,njcaa-1,NJCAA,2015,6
New Mexico,newmexicojuniorcollege,njcaa-1,NJCAA,2015,5
New Mexico Military,newmexicomilitaryinstitute,njcaa-1,NJCAA,2015,5
North Central Missouri,northcentralmissouricollege,njcaa-1,NJCAA,2015,NA
North Central Texas,northcentraltexascollege,njcaa-1,NJCAA,2015,5
Northeast Texas,northeasttexascommunitycollege,njcaa-1,NJCAA,2015,14
Northeastern,northeasternjuniorcollege,njcaa-1,NJCAA,2015,9
Northeastern Oklahoma A&M,northeasternoklahomaamcollege,njcaa-1,NJCAA,2015,2
Northwest Florida State,northwestfloridastatecollege,njcaa-1,NJCAA,2015,8
Odessa,odessacollege,njcaa-1,NJCAA,2015,5
Olive-Harvey,oliveharveycollege,njcaa-1,NJCAA,2015,4
Olney Central,olneycentralcollege,njcaa-1,NJCAA,2015,24
Otero,oterojuniorcollege,njcaa-1,NJCAA,2015,9
Palm Beach State,palmbeachstatecollege,njcaa-1,NJCAA,2015,NA
Panola,panolacollege,njcaa-1,NJCAA,2015,14
Paris,parisjuniorcollege,njcaa-1,NJCAA,2015,14
Pensacola State,pensacolastatecollege,njcaa-1,NJCAA,2015,8
Pitt,pittcommunitycollege,njcaa-1,NJCAA,2015,NA
Polk State,polkstatecollege,njcaa-1,NJCAA,2015,8
Potomac State,potomacstatecollegeofwvu,njcaa-1,NJCAA,2015,20
Pratt,prattcommunitycollege,njcaa-1,NJCAA,2015,6
Ranger,rangercollege,njcaa-1,NJCAA,2015,5
Rend Lake,rendlakecollege,njcaa-1,NJCAA,2015,24
Roane State,roanestatecommunitycollege,njcaa-1,NJCAA,2015,7
Rose State,rosestatecollege,njcaa-1,NJCAA,2015,2
Salt Lake,saltlakecommunitycollege,njcaa-1,NJCAA,2015,18
San Jacinto,sanjacintocollegenorth,njcaa-1,NJCAA,2015,14
Santa Fe,santafecollege,njcaa-1,NJCAA,2015,8
Seminole State (FL),seminolestatecollegeofflorida,njcaa-1,NJCAA,2015,8
Seminole State (OK),seminolestatecollege,njcaa-1,NJCAA,2015,2
Seward County,sewardcountycommunitycollege,njcaa-1,NJCAA,2015,6
Shawnee,shawneecommunitycollege,njcaa-1,NJCAA,2015,24
Shelton State,sheltonstatecommunitycollege,njcaa-1,NJCAA,2015,22
Snead State,sneadstatecommunitycollege,njcaa-1,NJCAA,2015,22
South Florida State,southfloridastatecollege,njcaa-1,NJCAA,2015,NA
South Georgia State,southgeorgiastatecollege,njcaa-1,NJCAA,2015,17
South Mountain,southmountaincommunitycollege,njcaa-1,NJCAA,2015,1
South Suburban,southsuburbancollege,njcaa-1,NJCAA,2015,4
Southeastern Illinois,southeasternillinoiscollege,njcaa-1,NJCAA,2015,24
Southern Idaho,collegeofsouthernidaho,njcaa-1,NJCAA,2015,18
Southern Nevada,collegeofsouthernnevada,njcaa-1,NJCAA,2015,18
Southern Union State,southernunionstatecommunitycollege,njcaa-1,NJCAA,2015,22
Southwest Tennessee,southwesttennesseecommunitycollege,njcaa-1,NJCAA,2015,7
Southwestern Illinois,southwesternillinoiscollege,njcaa-1,NJCAA,2015,24
Spartanburg Methodist,spartanburgmethodist,njcaa-1,NJCAA,2015,11
St. Charles,stcharlescommunitycollege,njcaa-1,NJCAA,2015,16
St. Johns River State,stjohnsriverstatecollege,njcaa-1,NJCAA,2015,8
St. Louis,stlouiscommunitycollege,njcaa-1,NJCAA,2015,16
St. Petersburg,stpetersburgcollege,njcaa-1,NJCAA,2015,8
State College of Florida,statecollegeoffloridamanateesaraso,njcaa-1,NJCAA,2015,8
Tallahassee,tallahasseecommunitycollege,njcaa-1,NJCAA,2015,8
Temple,templecollege,njcaa-1,NJCAA,2015,5
Texarkana College,texarkanacollege,njcaa-1,NJCAA,2015,NA
Three Rivers,threeriverscommunitycollegemo,njcaa-1,NJCAA,2015,16
Trinidad State,trinidadstatejuniorcollege,njcaa-1,NJCAA,2015,9
Triton,tritoncollege,njcaa-1,NJCAA,2015,4
USC Lancaster,usclancaster,njcaa-1,NJCAA,2015,11
USC Salkehatchie,uscsalkehatchie,njcaa-1,NJCAA,2015,11
USC Sumter,uscsumter,njcaa-1,NJCAA,2015,11
Utah State Eastern,utahstateeastern,njcaa-1,NJCAA,2015,18
Vernon,vernoncollege,njcaa-1,NJCAA,2015,5
Volunteer State,volunteerstatecommunitycollege,njcaa-1,NJCAA,2015,7
Wabash Valley,wabashvalleycollege,njcaa-1,NJCAA,2015,24
Wallace State,wallacestatecommunitycollegehancevil,njcaa-1,NJCAA,2015,22
Wallace-Dothan,wallacecommunitycollegedothan,njcaa-1,NJCAA,2015,22
Wallace-Selma,wallacecommunitycollegeselma,njcaa-1,NJCAA,2015,22
Walters State,waltersstatecommunitycollege,njcaa-1,NJCAA,2015,7
Weatherford,weatherfordcollege,njcaa-1,NJCAA,2015,5
West Georgia Tech,westgeorgiatechnicalcollege,njcaa-1,NJCAA,2015,NA
Western Nebraska,westernnebraskacommunitycollege,njcaa-1,NJCAA,2015,9
Western Nevada,westernnevadacollege,njcaa-1,NJCAA,2015,NA
Western Texas,westerntexascollege,njcaa-1,NJCAA,2015,5
Wharton County,whartoncountyjuniorcollege,njcaa-1,NJCAA,2015,14
Yavapai,yavapaicollege,njcaa-1,NJCAA,2015,1
ASA New York,asabrooklynavengers,njcaa-1,NJCAA,2016,NA
Abraham Baldwin,abrahambaldwinagriculturalcollege,njcaa-1,NJCAA,2016,17
Allen County,allencountycommunitycollege,njcaa-1,NJCAA,2016,6
Alvin,alvincommunitycollege,njcaa-1,NJCAA,2016,14
Andrew,andrewcollege,njcaa-1,NJCAA,2016,17
Angelina,angelinacollege,njcaa-1,NJCAA,2016,14
Arizona Western,arizonawesterncollege,njcaa-1,NJCAA,2016,1
Arkansas Baptist,arkansasbaptistcollege,njcaa-1,NJCAA,2016,NA
Barton,bartoncommunitycollege,njcaa-1,NJCAA,2016,6
Baton Rouge,batonrougecommunitycollege,njcaa-1,NJCAA,2016,23
Bishop State,bishopstatecommunitycollege,njcaa-1,NJCAA,2016,22
Blinn,blinncollege,njcaa-1,NJCAA,2016,14
Bossier Parish,bossierparishcommunitycollege,njcaa-1,NJCAA,2016,14
Broward,browardcollege,njcaa-1,NJCAA,2016,NA
Butler,butlercommunitycollegeks,njcaa-1,NJCAA,2016,6
Calhoun,calhouncommunitycollege,njcaa-1,NJCAA,2016,22
Central Alabama,centralalabamacommunitycollege,njcaa-1,NJCAA,2016,22
Central Arizona,centralarizonacollege,njcaa-1,NJCAA,2016,1
Central Florida,collegeofcentralflorida,njcaa-1,NJCAA,2016,8
Chattahoochee Valley,chattahoocheevalleycommunitycollege,njcaa-1,NJCAA,2016,22
Chattanooga State,chattanoogastatecommunitycollege,njcaa-1,NJCAA,2016,7
Chesapeake,chesapeakecollege,njcaa-1,NJCAA,2016,NA
Chipola,chipolacollege,njcaa-1,NJCAA,2016,8
Cisco,ciscocollege,njcaa-1,NJCAA,2016,5
Clarendon,clarendoncollege,njcaa-1,NJCAA,2016,5
Cleveland State,clevelandstatecommunitycollege,njcaa-1,NJCAA,2016,7
Cloud County,cloudcountycommunitycollege,njcaa-1,NJCAA,2016,6
Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,njcaa-1,NJCAA,2016,22
Coastal Alabama - Brewton,jeffersondaviscommunitycollege,njcaa-1,NJCAA,2016,22
Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,njcaa-1,NJCAA,2016,22
Cochise,cochisecollege,njcaa-1,NJCAA,2016,1
Coffeyville,coffeyvillecommunitycollege,njcaa-1,NJCAA,2016,6
Colby,colbycommunitycollege,njcaa-1,NJCAA,2016,6
Colorado Northwestern,coloradonorthwesterncommunitycollege,njcaa-1,NJCAA,2016,18
Columbia State,columbiastatecommunitycollege,njcaa-1,NJCAA,2016,7
Connors State,connorsstatecollege,njcaa-1,NJCAA,2016,2
Cowley,cowleycountycommunitycollege,njcaa-1,NJCAA,2016,6
Crowder,crowdercollege,njcaa-1,NJCAA,2016,16
Darton State,dartonstatecollege,njcaa-1,NJCAA,2016,NA
Daytona State,daytonastatecollege,njcaa-1,NJCAA,2016,8
Delgado,delgadocommunitycollege,njcaa-1,NJCAA,2016,23
Dodge City,dodgecitycommunitycollege,njcaa-1,NJCAA,2016,6
Dyersburg State,dyersburgstatecommunitycollege,njcaa-1,NJCAA,2016,7
East Georgia State,eastgeorgiacollege,njcaa-1,NJCAA,2016,17
Eastern Arizona,easternarizonacollege,njcaa-1,NJCAA,2016,1
Eastern Florida State,easternfloridastatecollege,njcaa-1,NJCAA,2016,8
Eastern Oklahoma State,easternoklahomastatecollege,njcaa-1,NJCAA,2016,2
El Paso,elpasocommunitycollege,njcaa-1,NJCAA,2016,5
Enterprise State,enterprisestatecommunitycollege,njcaa-1,NJCAA,2016,22
Florence-Darlington Tech,florencedarlingtontechnicalcollege,njcaa-1,NJCAA,2016,10
Florida SouthWestern State,floridasouthwesternstatecollege,njcaa-1,NJCAA,2016,8
Florida State Jacksonville,floridastatecollegeatjacksonville,njcaa-1,NJCAA,2016,NA
Fort Scott,fortscottcommunitycollege,njcaa-1,NJCAA,2016,6
Frank Phillips,frankphillipscollege,njcaa-1,NJCAA,2016,5
Galveston,galvestoncollege,njcaa-1,NJCAA,2016,14
Garden City,gardencitycommunitycollege,njcaa-1,NJCAA,2016,6
Georgia Highlands,georgiahighlandscollege,njcaa-1,NJCAA,2016,17
Georgia Perimeter College,georgiaperimetercollege,njcaa-1,NJCAA,2016,NA
Globe Tech,globeinstituteoftechnology,njcaa-1,NJCAA,2016,NA
Gordon State,gordonstatecollege,njcaa-1,NJCAA,2016,17
Grayson,graysoncollege,njcaa-1,NJCAA,2016,5
Guilford Tech,guilfordtechnicalcommunitycollege,njcaa-1,NJCAA,2016,NA
Gulf Coast State,gulfcoaststatecollege,njcaa-1,NJCAA,2016,8
Hagerstown,hagerstowncommunitycollege,njcaa-1,NJCAA,2016,20
Harford,harfordcommunitycollege,njcaa-1,NJCAA,2016,20
Highland (KS),highlandcommunitycollegekansas,njcaa-1,NJCAA,2016,6
Hill,hillcollege,njcaa-1,NJCAA,2016,5
Hillsborough,hillsboroughcommunitycollege,njcaa-1,NJCAA,2016,8
Howard (TX),howardcollege,njcaa-1,NJCAA,2016,5
Hutchinson,hutchinsoncommunitycollege,njcaa-1,NJCAA,2016,6
Independence,independencecommunitycollege,njcaa-1,NJCAA,2016,NA
Indian Hills,indianhillscommunitycollege,njcaa-1,NJCAA,2016,11
Indian River State,indianriverstatecollege,njcaa-1,NJCAA,2016,8
Iowa Western,iowawesterncommunitycollege,njcaa-1,NJCAA,2016,11
Jackson State,jacksonstatecommunitycollege,njcaa-1,NJCAA,2016,7
Jefferson (MO),jeffersoncollege,njcaa-1,NJCAA,2016,16
John A. Logan,johnalogancollege,njcaa-1,NJCAA,2016,24
Johnson County,johnsoncountycommunitycollege,njcaa-1,NJCAA,2016,6
Kansas City Kansas,kansascitykansascommunitycollege,njcaa-1,NJCAA,2016,6
Kaskaskia,kaskaskiacollege,njcaa-1,NJCAA,2016,24
Kishwaukee,kishwaukeecollege,njcaa-1,NJCAA,2016,4
Labette,labettecommunitycollege,njcaa-1,NJCAA,2016,6
Lake Land,lakelandcollege,njcaa-1,NJCAA,2016,24
Lake-Sumter State,lakesumterstatecollege,njcaa-1,NJCAA,2016,NA
Lamar,lamarcommunitycollege,njcaa-1,NJCAA,2016,9
Laredo,laredocommunitycollege,njcaa-1,NJCAA,2016,NA
Lawson State,lawsonstatecommunitycollege,njcaa-1,NJCAA,2016,22
Lincoln Trail,lincolntrailcollege,njcaa-1,NJCAA,2016,24
Louisburg,louisburgcollege,njcaa-1,NJCAA,2016,10
Luna,lunacommunitycollege,njcaa-1,NJCAA,2016,9
Lurleen B. Wallace,lurleenbwallacecommunitycollege,njcaa-1,NJCAA,2016,22
MCC-Maple Woods,mccmaplewoods,njcaa-1,NJCAA,2016,NA
Marion Military,marionmilitaryinstitute,njcaa-1,NJCAA,2016,22
Marshalltown,marshalltowncommunitycollege,njcaa-1,NJCAA,2016,11
McCook,mccookcommunitycollege,njcaa-1,NJCAA,2016,9
McLennan,mclennancommunitycollege,njcaa-1,NJCAA,2016,5
Miami Dade,miamidadecollege,njcaa-1,NJCAA,2016,8
Midland,midlandcollege,njcaa-1,NJCAA,2016,5
Miles,milescommunitycollege,njcaa-1,NJCAA,2016,NA
Mineral Area,mineralareacollege,njcaa-1,NJCAA,2016,16
Monroe College,monroecollege,njcaa-1,NJCAA,2016,15
Motlow State,motlowstatecommunitycollege,njcaa-1,NJCAA,2016,7
Muscatine,muscatinecommunitycollege,njcaa-1,NJCAA,2016,NA
Navarro,navarrocollege,njcaa-1,NJCAA,2016,14
Neosho County,neoshocountycommunitycollege,njcaa-1,NJCAA,2016,6
New Mexico,newmexicojuniorcollege,njcaa-1,NJCAA,2016,5
New Mexico Military,newmexicomilitaryinstitute,njcaa-1,NJCAA,2016,5
North Central Missouri,northcentralmissouricollege,njcaa-1,NJCAA,2016,NA
North Central Texas,northcentraltexascollege,njcaa-1,NJCAA,2016,5
Northeast Texas,northeasttexascommunitycollege,njcaa-1,NJCAA,2016,14
Northeastern,northeasternjuniorcollege,njcaa-1,NJCAA,2016,9
Northeastern Oklahoma A&M,northeasternoklahomaamcollege,njcaa-1,NJCAA,2016,2
Northwest Florida State,northwestfloridastatecollege,njcaa-1,NJCAA,2016,8
Odessa,odessacollege,njcaa-1,NJCAA,2016,5
Olive-Harvey,oliveharveycollege,njcaa-1,NJCAA,2016,4
Olney Central,olneycentralcollege,njcaa-1,NJCAA,2016,24
Otero,oterojuniorcollege,njcaa-1,NJCAA,2016,9
Palm Beach State,palmbeachstatecollege,njcaa-1,NJCAA,2016,NA
Panola,panolacollege,njcaa-1,NJCAA,2016,14
Paris,parisjuniorcollege,njcaa-1,NJCAA,2016,14
Pensacola State,pensacolastatecollege,njcaa-1,NJCAA,2016,8
Pitt,pittcommunitycollege,njcaa-1,NJCAA,2016,NA
Polk State,polkstatecollege,njcaa-1,NJCAA,2016,8
Potomac State,potomacstatecollegeofwvu,njcaa-1,NJCAA,2016,20
Pratt,prattcommunitycollege,njcaa-1,NJCAA,2016,6
Ranger,rangercollege,njcaa-1,NJCAA,2016,5
Rend Lake,rendlakecollege,njcaa-1,NJCAA,2016,24
Roane State,roanestatecommunitycollege,njcaa-1,NJCAA,2016,7
Rose State,rosestatecollege,njcaa-1,NJCAA,2016,2
Salt Lake,saltlakecommunitycollege,njcaa-1,NJCAA,2016,18
San Jacinto,sanjacintocollegenorth,njcaa-1,NJCAA,2016,14
Santa Fe,santafecollege,njcaa-1,NJCAA,2016,8
Seminole State (FL),seminolestatecollegeofflorida,njcaa-1,NJCAA,2016,8
Seminole State (OK),seminolestatecollege,njcaa-1,NJCAA,2016,2
Seward County,sewardcountycommunitycollege,njcaa-1,NJCAA,2016,6
Shawnee,shawneecommunitycollege,njcaa-1,NJCAA,2016,24
Shelton State,sheltonstatecommunitycollege,njcaa-1,NJCAA,2016,22
Snead State,sneadstatecommunitycollege,njcaa-1,NJCAA,2016,22
South Florida State,southfloridastatecollege,njcaa-1,NJCAA,2016,NA
South Georgia State,southgeorgiastatecollege,njcaa-1,NJCAA,2016,17
South Mountain,southmountaincommunitycollege,njcaa-1,NJCAA,2016,1
South Suburban,southsuburbancollege,njcaa-1,NJCAA,2016,4
Southeastern Illinois,southeasternillinoiscollege,njcaa-1,NJCAA,2016,24
Southern Idaho,collegeofsouthernidaho,njcaa-1,NJCAA,2016,18
Southern Nevada,collegeofsouthernnevada,njcaa-1,NJCAA,2016,18
Southern Union State,southernunionstatecommunitycollege,njcaa-1,NJCAA,2016,22
Southwest Tennessee,southwesttennesseecommunitycollege,njcaa-1,NJCAA,2016,7
Southwestern Illinois,southwesternillinoiscollege,njcaa-1,NJCAA,2016,24
Spartanburg Methodist,spartanburgmethodist,njcaa-1,NJCAA,2016,11
St. Charles,stcharlescommunitycollege,njcaa-1,NJCAA,2016,16
St. Johns River State,stjohnsriverstatecollege,njcaa-1,NJCAA,2016,8
St. Louis,stlouiscommunitycollege,njcaa-1,NJCAA,2016,16
St. Petersburg,stpetersburgcollege,njcaa-1,NJCAA,2016,8
State College of Florida,statecollegeoffloridamanateesaraso,njcaa-1,NJCAA,2016,8
Tallahassee,tallahasseecommunitycollege,njcaa-1,NJCAA,2016,8
Temple,templecollege,njcaa-1,NJCAA,2016,5
Three Rivers,threeriverscommunitycollegemo,njcaa-1,NJCAA,2016,16
Trinidad State,trinidadstatejuniorcollege,njcaa-1,NJCAA,2016,9
Triton,tritoncollege,njcaa-1,NJCAA,2016,4
USC Lancaster,usclancaster,njcaa-1,NJCAA,2016,11
USC Salkehatchie,uscsalkehatchie,njcaa-1,NJCAA,2016,11
USC Sumter,uscsumter,njcaa-1,NJCAA,2016,11
Utah State Eastern,utahstateeastern,njcaa-1,NJCAA,2016,18
Vernon,vernoncollege,njcaa-1,NJCAA,2016,5
Volunteer State,volunteerstatecommunitycollege,njcaa-1,NJCAA,2016,7
Wabash Valley,wabashvalleycollege,njcaa-1,NJCAA,2016,24
Wallace State,wallacestatecommunitycollegehancevil,njcaa-1,NJCAA,2016,22
Wallace-Dothan,wallacecommunitycollegedothan,njcaa-1,NJCAA,2016,22
Wallace-Selma,wallacecommunitycollegeselma,njcaa-1,NJCAA,2016,22
Walters State,waltersstatecommunitycollege,njcaa-1,NJCAA,2016,7
Weatherford,weatherfordcollege,njcaa-1,NJCAA,2016,5
West Georgia Tech,westgeorgiatechnicalcollege,njcaa-1,NJCAA,2016,NA
Western Nebraska,westernnebraskacommunitycollege,njcaa-1,NJCAA,2016,9
Western Nevada,westernnevadacollege,njcaa-1,NJCAA,2016,NA
Western Texas,westerntexascollege,njcaa-1,NJCAA,2016,5
Wharton County,whartoncountyjuniorcollege,njcaa-1,NJCAA,2016,14
Yavapai,yavapaicollege,njcaa-1,NJCAA,2016,1
ASA New York,asabrooklynavengers,njcaa-1,NJCAA,2017,NA
Abraham Baldwin,abrahambaldwinagriculturalcollege,njcaa-1,NJCAA,2017,17
Allen County,allencountycommunitycollege,njcaa-1,NJCAA,2017,6
Alvin,alvincommunitycollege,njcaa-1,NJCAA,2017,14
Andrew,andrewcollege,njcaa-1,NJCAA,2017,17
Angelina,angelinacollege,njcaa-1,NJCAA,2017,14
Arizona Western,arizonawesterncollege,njcaa-1,NJCAA,2017,1
Arkansas Baptist,arkansasbaptistcollege,njcaa-1,NJCAA,2017,NA
Barton,bartoncommunitycollege,njcaa-1,NJCAA,2017,6
Baton Rouge,batonrougecommunitycollege,njcaa-1,NJCAA,2017,23
Bishop State,bishopstatecommunitycollege,njcaa-1,NJCAA,2017,22
Blinn,blinncollege,njcaa-1,NJCAA,2017,14
Bossier Parish,bossierparishcommunitycollege,njcaa-1,NJCAA,2017,14
Broward,browardcollege,njcaa-1,NJCAA,2017,NA
Butler,butlercommunitycollegeks,njcaa-1,NJCAA,2017,6
Calhoun,calhouncommunitycollege,njcaa-1,NJCAA,2017,22
Central Alabama,centralalabamacommunitycollege,njcaa-1,NJCAA,2017,22
Central Arizona,centralarizonacollege,njcaa-1,NJCAA,2017,1
Central Florida,collegeofcentralflorida,njcaa-1,NJCAA,2017,8
Chattahoochee Valley,chattahoocheevalleycommunitycollege,njcaa-1,NJCAA,2017,22
Chattanooga State,chattanoogastatecommunitycollege,njcaa-1,NJCAA,2017,7
Chesapeake,chesapeakecollege,njcaa-1,NJCAA,2017,NA
Chipola,chipolacollege,njcaa-1,NJCAA,2017,8
Cisco,ciscocollege,njcaa-1,NJCAA,2017,5
Clarendon,clarendoncollege,njcaa-1,NJCAA,2017,5
Cleveland State,clevelandstatecommunitycollege,njcaa-1,NJCAA,2017,7
Cloud County,cloudcountycommunitycollege,njcaa-1,NJCAA,2017,6
Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,njcaa-1,NJCAA,2017,22
Coastal Alabama - Brewton,jeffersondaviscommunitycollege,njcaa-1,NJCAA,2017,22
Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,njcaa-1,NJCAA,2017,22
Cochise,cochisecollege,njcaa-1,NJCAA,2017,1
Coffeyville,coffeyvillecommunitycollege,njcaa-1,NJCAA,2017,6
Colby,colbycommunitycollege,njcaa-1,NJCAA,2017,6
Colorado Northwestern,coloradonorthwesterncommunitycollege,njcaa-1,NJCAA,2017,18
Columbia State,columbiastatecommunitycollege,njcaa-1,NJCAA,2017,7
Connors State,connorsstatecollege,njcaa-1,NJCAA,2017,2
Cowley,cowleycountycommunitycollege,njcaa-1,NJCAA,2017,6
Crowder,crowdercollege,njcaa-1,NJCAA,2017,16
Darton State,dartonstatecollege,njcaa-1,NJCAA,2017,NA
Daytona State,daytonastatecollege,njcaa-1,NJCAA,2017,8
Delgado,delgadocommunitycollege,njcaa-1,NJCAA,2017,23
Dodge City,dodgecitycommunitycollege,njcaa-1,NJCAA,2017,6
Dyersburg State,dyersburgstatecommunitycollege,njcaa-1,NJCAA,2017,7
East Georgia State,eastgeorgiacollege,njcaa-1,NJCAA,2017,17
Eastern Arizona,easternarizonacollege,njcaa-1,NJCAA,2017,1
Eastern Florida State,easternfloridastatecollege,njcaa-1,NJCAA,2017,8
Eastern Oklahoma State,easternoklahomastatecollege,njcaa-1,NJCAA,2017,2
El Paso,elpasocommunitycollege,njcaa-1,NJCAA,2017,5
Enterprise State,enterprisestatecommunitycollege,njcaa-1,NJCAA,2017,22
Florence-Darlington Tech,florencedarlingtontechnicalcollege,njcaa-1,NJCAA,2017,10
